time 	 dipole_real 	 dipole_imag 
0.1570992700882507	0.03099995786607382	0.0
0.3141985401765014	0.061269106384217564	0.0
0.4712978102647521	0.09012357231435625	0.0
0.6283970803530028	0.11695753146181886	0.0
0.7854963504412535	0.14125565270556087	0.0
0.9425956205295042	0.1625940864632006	0.0
1.0996948906177548	0.18063724680444157	0.0
1.2567941607060056	0.19513357466543277	0.0
1.4138934307942563	0.20591097849626244	0.0
1.570992700882507	0.21287205106592644	0.0
1.7280919709707576	0.21598914362456242	0.0
1.8851912410590084	0.2152993842149255	0.0
2.042290511147259	0.21089970197672875	0.0
2.1993897812355097	0.20294188671231944	0.0
2.3564890513237606	0.19162768613066222	0.0
2.513588321412011	0.17720392549661984	0.0
2.6706875915002617	0.15995762470228533	0.0
2.8277868615885127	0.14021108439918056	0.0
2.984886131676763	0.1183169139874077	0.0
3.141985401765014	0.09465297880734364	0.0
3.2990846718532647	0.06961725074615652	0.0
3.4561839419415152	0.043622554996536445	0.0
3.613283212029766	0.017091215226241824	0.0
3.7703824821180167	-0.009550390483498622	0.0
3.9274817522062673	-0.03587734034082715	0.0
4.084581022294518	-0.06147171352952041	0.0
4.241680292382769	-0.08592812664476089	0.0
4.398779562471019	-0.108859210792938	0.0
4.55587883255927	-0.12990097040145704	0.0
4.712978102647521	-0.1487179580919368	0.0
4.870077372735771	-0.1650081946614151	0.0
5.027176642824022	-0.17850775944754202	0.0
5.184275912912273	-0.18899497428312714	0.0
5.341375183000523	-0.19629410398361818	0.0
5.498474453088774	-0.2002784979565333	0.0
5.655573723177025	-0.20087310112529794	0.0
5.812672993265275	-0.19805626794685982	0.0
5.969772263353526	-0.19186082084841938	0.0
6.126871533441777	-0.18237430385372022	0.0
6.283970803530028	-0.16973839340249303	0.0
6.441070073618278	-0.15414744123508017	0.0
6.598169343706529	-0.135846138515697	0.0
6.75526861379478	-0.11512630585737611	0.0
6.9123678838830305	-0.09232283030084285	0.0
7.0694671539712814	-0.06780878726233772	0.0
7.226566424059532	-0.04198980264272881	0.0
7.3836656941477825	-0.015297727296517877	0.0
7.5407649642360335	0.01181628750838945	0.0
7.6978642343242845	0.03888920956444167	0.0
7.8549635044125345	0.0654539220097928	0.0
8.012062774500786	0.09104726605743263	0.0
8.169162044589036	0.1152181897321832	0.0
8.326261314677287	0.13753585463581477	0.0
8.483360584765538	0.15759754804074474	0.0
8.640459854853788	0.1750362459651627	0.0
8.797559124942039	0.18952767448841618	0.0
8.95465839503029	0.2007967215376261	0.0
9.11175766511854	0.2086230597457291	0.0
9.268856935206792	0.2128458526982112	0.0
9.425956205295043	0.21336743181248907	0.0
9.583055475383292	0.21015584900865875	0.0
9.740154745471543	0.2032462309243093	0.0
9.897254015559794	0.19274088331355088	0.0
10.054353285648045	0.1788081189898051	0.0
10.211452555736296	0.16167980870097431	0.0
10.368551825824547	0.14164768108728035	0.0
10.525651095912798	0.11905842475346756	0.0
10.682750366001047	0.09430767184920552	0.0
10.839849636089298	0.06783296775114614	0.0
10.996948906177549	0.0401058548414954	0.0
11.1540481762658	0.011623219375853172	0.0
11.31114744635405	-0.01710193153517134	0.0
11.468246716442302	-0.045550081238850626	0.0
11.62534598653055	-0.07320501087686995	0.0
11.782445256618802	-0.09956360401400006	0.0
11.939544526707053	-0.12414544781566487	0.0
12.096643796795304	-0.14650203258571304	0.0
12.253743066883555	-0.1662253585993149	0.0
12.410842336971806	-0.1829557707403786	0.0
12.567941607060057	-0.19638885724387362	0.0
12.725040877148306	-0.2062812685013343	0.0
12.882140147236557	-0.21245533495922547	0.0
13.039239417324808	-0.21480238907546917	0.0
13.196338687413059	-0.21328472447170982	0.0
13.35343795750131	-0.2079361551354868	0.0
13.51053722758956	-0.19886116805273737	0.0
13.66763649767781	-0.18623269322716957	0.0
13.824735767766061	-0.1702885449089222	0.0
13.981835037854312	-0.1513266162688317	0.0
14.138934307942563	-0.12969893601746263	0.0
14.296033578030814	-0.10580471894085584	0.0
14.453132848119065	-0.08008256244994669	0.0
14.610232118207314	-0.053001957554642654	0.0
14.767331388295565	-0.025054294823655066	0.0
14.924430658383816	0.0032564463582297754	0.0
15.081529928472067	0.03142313368276575	0.0
15.238629198560318	0.05894485266149474	0.0
15.395728468648569	0.08533602752787306	0.0
15.55282773873682	0.11013511731080933	0.0
15.709927008825069	0.13291272552682623	0.0
15.86702627891332	0.15327897864311696	0.0
16.02412554900157	0.17089004789975362	0.0
16.18122481908982	0.18545371064816119	0.0
16.338324089178073	0.19673387042641488	0.0
16.495423359266322	0.20455397889475233	0.0
16.652522629354575	0.2087993268447021	0.0
16.809621899442824	0.20941819514567492	0.0
16.966721169531077	0.20642187912093496	0.0
17.123820439619326	0.1998836209303262	0.0
17.280919709707575	0.18993650363635417	0.0
17.438018979795828	0.1767703773886953	0.0
17.595118249884077	0.16062790232177843	0.0
17.75221751997233	0.14179980416399487	0.0
17.90931679006058	0.12061944714915987	0.0
18.066416060148832	0.09745683464260019	0.0
18.22351533023708	0.07271215107656026	0.0
18.38061460032533	0.04680895954232378	0.0
18.537713870413583	0.020187167984181936	0.0
18.694813140501832	-0.006704126293319956	0.0
18.851912410590085	-0.03341380880393671	0.0
19.009011680678334	-0.05949583756280952	0.0
19.166110950766583	-0.08451615765982168	0.0
19.323210220854836	-0.1080593550839795	0.0
19.480309490943085	-0.12973497124254485	0.0
19.637408761031338	-0.1491834065611794	0.0
19.794508031119587	-0.16608134816802034	0.0
19.95160730120784	-0.18014666283934702	0.0
20.10870657129609	-0.19114270207410797	0.0
